DevEUI,Status,Atividade,Porta
0080e115057831e3,Na NLT,Não ativo, desconhecida
0080e115057831e4,Na NLT,Não ativo, desconhecida
0080e115057831e5,Na NLT,Não ativo, desconhecida
0080e115057831e7,Na NLT,Não ativo, desconhecida
0080e115057831e9,Na NLT,Não ativo, desconhecida
0080e115057831ea,Na NLT,Não ativo, desconhecida
0080e115057831eb,Na NLT,Não ativo, desconhecida
0080e115057831ec,Na NLT,Não ativo, desconhecida
0080e115057831ed,Na NLT,Não ativo, desconhecida
0080e115057831f0,Na NLT,Não ativo, desconhecida
0080e115057831f1,Na NLT,Não ativo, desconhecida
0080e115057831f2,Na NLT,Não ativo, desconhecida
0080e115057831f3,Na NLT,Não ativo, desconhecida
0080e115057831f4,Na NLT,Não ativo, desconhecida
0080e115057831f5,Na NLT,Não ativo, desconhecida
0080e115057831f7,Na NLT,Não ativo, desconhecida
0080e115057831f8,Na NLT,Não ativo, desconhecida
0080e115057831f9,Na NLT,Não ativo, desconhecida
0080e115057831fa,Na NLT,Não ativo, desconhecida
0080e115057831fc,Na NLT,Não ativo, desconhecida
0080e115057831fd,Na NLT,Não ativo, desconhecida
0080e115057831fe,Na NLT,Não ativo, desconhecida
0080e115057831ff,Na NLT,Não ativo, desconhecida
0080e11505783200,Na NLT,Não ativo, desconhecida
0080e11505783201,Na NLT,Não ativo, desconhecida
0080e11505783202,Na NLT,Não ativo, desconhecida
0080e11505783203,Na NLT,Não ativo, desconhecida
0080e11505783204,Na NLT,Não ativo, desconhecida
0080e11505783315,Na NLT,Não ativo, desconhecida
0080e11505783316,Na NLT,Não ativo, desconhecida
0080e1150578331b,Na NLT,Não ativo, desconhecida
0080e11505783326,Na NLT,Não ativo, desconhecida
0080e11505783335,Na NLT,Não ativo, desconhecida
0080e11505783386,Na NLT,Não ativo, desconhecida
0080e11505783389,Na NLT,Não ativo, desconhecida
0080e1150578338c,Na NLT,Não ativo, desconhecida
0080e11505783397,Na NLT,Não ativo, desconhecida
0080e1150578339e,Na NLT,Não ativo, desconhecida
0080e1150578348c,Na NLT,Não ativo, desconhecida
0080e115057834a9,Na NLT,Não ativo, desconhecida
0080e115057834aa,Na NLT,Não ativo, desconhecida
0080e115057834b0,Na NLT,Não ativo, desconhecida
0080e115057834b2,Na NLT,Não ativo, desconhecida
0080e115057834b6,Na NLT,Não ativo, desconhecida
0080e115057834b8,Na NLT,Não ativo, desconhecida
0080e115057834ba,Na NLT,Não ativo, desconhecida
0080e115057834bb,Na NLT,Não ativo, desconhecida
0080e115057834bc,Na NLT,Não ativo, desconhecida
0080e115057834bd,Na NLT,Não ativo, desconhecida
0080e115057834be,Na NLT,Não ativo, desconhecida
0080e115057834bf,Na NLT,Não ativo, desconhecida
0080e115057834c1,Na NLT,Não ativo, desconhecida
0080e115057834c2,Na NLT,Não ativo, desconhecida
0080e115057834c3,Na NLT,Não ativo, desconhecida
0080e115057834c4,Na NLT,Não ativo, desconhecida
0080e115057834c5,Na NLT,Não ativo, desconhecida
0080e115057834c6,Na NLT,Não ativo, desconhecida
0080e115057834c7,Na NLT,Não ativo, desconhecida
0080e115057834c8,Na NLT,Não ativo, desconhecida
0080e115057834c9,Na NLT,Não ativo, desconhecida
0080e115057834ca,Na NLT,Não ativo, desconhecida
0080e115057834cb,Na NLT,Não ativo, desconhecida
0080e115057834cc,Na NLT,Não ativo, desconhecida
0080e115057834d0,Na NLT,Não ativo, desconhecida
0080e115057834d3,Na NLT,Não ativo, desconhecida
0080e115057834d7,Na NLT,Não ativo, desconhecida
0080e115057834d9,Na NLT,Não ativo, desconhecida
0080e115057834db,Na NLT,Não ativo, desconhecida
0080e115057834dc,Na NLT,Não ativo, desconhecida
0080e115057834dd,Na NLT,Não ativo, desconhecida
0080e115057834de,Na NLT,Não ativo, desconhecida
0080e115057834df,Na NLT,Não ativo, desconhecida
0080e115057834e0,Na NLT,Não ativo, desconhecida
0080e115057834e1,Na NLT,Não ativo, desconhecida
0080e115057834e2,Na NLT,Não ativo, desconhecida
0080e115057834e3,Na NLT,Não ativo, desconhecida
0080e115057834e4,Na NLT,Não ativo, desconhecida
0080e115057834e7,Na NLT,Não ativo, desconhecida
0080e115057834e8,Na NLT,Não ativo, desconhecida
0080e115057835fa,Na NLT,Não ativo, desconhecida
0080e11505783600,Na NLT,Não ativo, desconhecida
0080e11505783607,Na NLT,Não ativo, desconhecida
0080e11505783608,Na NLT,Não ativo, desconhecida
0080e11505783610,Na NLT,Não ativo, desconhecida
0080e11505783617,Na NLT,Não ativo, desconhecida
0080e11505783675,Na NLT,Não ativo, desconhecida
0080e1150578367a,Na NLT,Não ativo, desconhecida
0080e1150578367d,Na NLT,Não ativo, desconhecida
0080e11505783681,Na NLT,Não ativo, desconhecida
0080e1150578376f,Na NLT,Não ativo, desconhecida
0080e11505783775,Na NLT,Não ativo, desconhecida
0080e11505783776,Na NLT,Não ativo, desconhecida
0080e1150578377c,Na NLT,Não ativo, desconhecida
0080e11505783791,Na NLT,Não ativo, desconhecida
0080e11505783793,Na NLT,Não ativo, desconhecida
0080e11505783796,Na NLT,Não ativo, desconhecida
0080e11505783798,Na NLT,Não ativo, desconhecida
0080e1150578379a,Na NLT,Não ativo, desconhecida
0080e1150578379c,Na NLT,Não ativo, desconhecida
0080e1150578379d,Na NLT,Não ativo, desconhecida
0080e1150578379e,Na NLT,Não ativo, desconhecida
0080e115057837a0,Na NLT,Não ativo, desconhecida
0080e115057837a1,Na NLT,Não ativo, desconhecida
0080e115057837a2,Na NLT,Não ativo, desconhecida
0080e115057837a7,Na NLT,Não ativo, desconhecida
0080e115057837a9,Na NLT,Não ativo, desconhecida
0080e115057837ab,Na NLT,Não ativo, desconhecida
0080e115057837ad,Na NLT,Não ativo, desconhecida
0080e115057837ae,Na NLT,Não ativo, desconhecida
0080e115057837af,Na NLT,Não ativo, desconhecida
0080e115057837b0,Na NLT,Não ativo, desconhecida
0080e115057837b3,Na NLT,Não ativo, desconhecida
0080e115057837ba,Na NLT,Não ativo, desconhecida
0080e115057838d3,Na NLT,Não ativo, desconhecida
0080e115057838eb,Na NLT,Não ativo, desconhecida
0080e115057838f0,Na NLT,Não ativo, desconhecida
0080e11505783911,Na NLT,Não ativo, desconhecida
0080e11505783a29,Na NLT,Não ativo, desconhecida
0080e11505783a32,Na NLT,Não ativo, desconhecida
0080e11505783b31,Na NLT,Não ativo, desconhecida
0080e11505783b33,Na NLT,Não ativo, desconhecida
0080e11505783b38,Na NLT,Não ativo, desconhecida
0080e11505783b3b,Na NLT,Não ativo, desconhecida
0080e11505783b3c,Na NLT,Não ativo, desconhecida
0080e11505783ce8,Na NLT,Não ativo, desconhecida
0080e11505783ce9,Na NLT,Não ativo, desconhecida
0080e11505783cea,Na NLT,Não ativo, desconhecida
0080e11505783cee,Na NLT,Não ativo, desconhecida
0080e11505783cef,Na NLT,Não ativo, desconhecida
0080e11505783cf0,Na NLT,Não ativo, desconhecida
0080e11505783cf5,Na NLT,Não ativo, desconhecida
0080e11505783cf6,Na NLT,Não ativo, desconhecida
0080e11505783cf8,Na NLT,Não ativo, desconhecida
0080e11505783cf9,Na NLT,Não ativo, desconhecida
0080e11505783cfc,Na NLT,Não ativo, desconhecida
0080e11505783cff,Na NLT,Não ativo, desconhecida
0080e11505783d04,Na NLT,Não ativo, desconhecida
0080e11505783d08,Na NLT,Não ativo, desconhecida
0080e11505783d0b,Na NLT,Não ativo, desconhecida
0080e11505783d0e,Na NLT,Não ativo, desconhecida
0080e11505783d13,Na NLT,Não ativo, desconhecida
0080e11505783d1c,Na NLT,Não ativo, desconhecida
0080e11505783d21,Na NLT,Não ativo, desconhecida
0080e11505783d22,Na NLT,Não ativo, desconhecida
0080e11505783d27,Na NLT,Não ativo, desconhecida
0080e11505783d2e,Na NLT,Não ativo, desconhecida
0080e11505783d30,Na NLT,Não ativo, desconhecida
0080e11505783d32,Na NLT,Não ativo, desconhecida
0080e11505783d33,Na NLT,Não ativo, desconhecida
0080e11505783d3e,Na NLT,Não ativo, desconhecida
0080e11505783d3f,Na NLT,Não ativo, desconhecida
0080e11505783d43,Na NLT,Não ativo, desconhecida
0080e11505783d9f,Na NLT,Não ativo, desconhecida
0080e11505783da0,Na NLT,Não ativo, desconhecida
0080e11505783da6,Na NLT,Não ativo, desconhecida
0080e11505783dac,Na NLT,Não ativo, desconhecida
0080e11505783daf,Na NLT,Não ativo, desconhecida
0080e11505783db0,Na NLT,Não ativo, desconhecida
0080e11505783dc6,Na NLT,Não ativo, desconhecida
0080e11505783dc9,Na NLT,Não ativo, desconhecida
0080e11505783dd8,Na NLT,Não ativo, desconhecida
0080e11505783de3,Na NLT,Não ativo, desconhecida
0080e11505783de5,Na NLT,Não ativo, desconhecida
0080e11505783df3,Na NLT,Não ativo, desconhecida
0080e11505783df7,Na NLT,Não ativo, desconhecida
0080e11505783dfc,Na NLT,Não ativo, desconhecida
0080e11505783dfd,Na NLT,Não ativo, desconhecida
0080e11505783e01,Na NLT,Não ativo, desconhecida
0080e11505783e0b,Na NLT,Não ativo, desconhecida
0080e11505783e0c,Na NLT,Não ativo, desconhecida
0080e11505783e0d,Na NLT,Não ativo, desconhecida
0080e11505783e0e,Na NLT,Não ativo, desconhecida
0080e11505783e10,Na NLT,Não ativo, desconhecida
0080e11505783e15,Na NLT,Não ativo, desconhecida
0080e11505783e1e,Na NLT,Não ativo, desconhecida
0080e11505783e1f,Na NLT,Não ativo, desconhecida
0080e11505783e20,Na NLT,Não ativo, desconhecida
0080e11505783e21,Na NLT,Não ativo, desconhecida
0080e11505783e22,Na NLT,Não ativo, desconhecida
0080e11505783e24,Na NLT,Não ativo, desconhecida
0080e11505783e25,Na NLT,Não ativo, desconhecida
0080e11505783e27,Na NLT,Não ativo, desconhecida
0080e11505783e28,Na NLT,Não ativo, desconhecida
0080e11505783e2a,Na NLT,Não ativo, desconhecida
0080e11505783e2b,Na NLT,Não ativo, desconhecida
0080e11505783e31,Na NLT,Não ativo, desconhecida
0080e11505783e46,Na NLT,Não ativo, desconhecida
0080e11505783e48,Na NLT,Não ativo, desconhecida
0080e11505783e49,Na NLT,Não ativo, desconhecida
0080e11505783e51,Na NLT,Não ativo, desconhecida
0080e11505783e54,Na NLT,Não ativo, desconhecida
0080e11505783e56,Na NLT,Não ativo, desconhecida
0080e11505783e58,Na NLT,Não ativo, desconhecida
0080e11505783e5f,Na NLT,Não ativo, desconhecida
0080e11505783e61,Na NLT,Não ativo, desconhecida
0080e11505783e62,Na NLT,Não ativo, desconhecida
0080e11505783e68,Na NLT,Não ativo, desconhecida
0080e11505783e69,Na NLT,Não ativo, desconhecida
0080e11505783e6c,Na NLT,Não ativo, desconhecida
0080e11505783e73,Na NLT,Não ativo, desconhecida
0080e11505783e75,Na NLT,Não ativo, desconhecida
0080e11505783e83,Na NLT,Não ativo, desconhecida
0080e11505783e84,Na NLT,Não ativo, desconhecida
0080e11505783e85,Na NLT,Não ativo, desconhecida
0080e11505783e86,Na NLT,Não ativo, desconhecida
0080e11505783e94,Na NLT,Não ativo, desconhecida
0080e11505783e99,Na NLT,Não ativo, desconhecida
0080e11505783e9b,Na NLT,Não ativo, desconhecida
0080e11505783eb1,Na NLT,Não ativo, desconhecida
0080e11505783eb2,Na NLT,Não ativo, desconhecida
0080e11505783eb9,Na NLT,Não ativo, desconhecida
0080e11505783ebd,Na NLT,Não ativo, desconhecida
0080e11505783ebe,Na NLT,Não ativo, desconhecida
0080e11505783f43,Na NLT,Não ativo, desconhecida
0080e11505783f9a,Na NLT,Não ativo, desconhecida
0080e11505783f9f,Na NLT,Não ativo, desconhecida
0080e11505783fa0,Na NLT,Não ativo, desconhecida
0080e11505783faf,Na NLT,Não ativo, desconhecida
0080e11505783fb5,Na NLT,Não ativo, desconhecida
0080e11505783fb6,Na NLT,Não ativo, desconhecida
0080e11505783fc6,Na NLT,Não ativo, desconhecida
0080e11505783fc9,Na NLT,Não ativo, desconhecida
0080e11505783fcc,Na NLT,Não ativo, desconhecida
0080e11505783fcd,Na NLT,Não ativo, desconhecida
0080e11505783ffb,Na NLT,Não ativo, desconhecida
0080e11505784001,Na NLT,Não ativo, desconhecida
0080e1150578400d,Na NLT,Não ativo, desconhecida
0080e11505784018,Na NLT,Não ativo, desconhecida
0080e1150578401c,Na NLT,Não ativo, desconhecida
0080e1150578401d,Na NLT,Não ativo, desconhecida
0080e1150578401f,Na NLT,Não ativo, desconhecida
0080e11505784020,Na NLT,Não ativo, desconhecida
0080e11505784021,Na NLT,Não ativo, desconhecida
0080e11505784022,Na NLT,Não ativo, desconhecida
0080e11505784025,Na NLT,Não ativo, desconhecida
0080e11505784026,Na NLT,Não ativo, desconhecida
0080e11505784027,Na NLT,Não ativo, desconhecida
0080e11505784028,Na NLT,Não ativo, desconhecida
0080e11505784029,Na NLT,Não ativo, desconhecida
0080e1150578402b,Na NLT,Não ativo, desconhecida
0080e1150578402d,Na NLT,Não ativo, desconhecida
0080e11505784031,Na NLT,Não ativo, desconhecida
0080e11505784035,Na NLT,Não ativo, desconhecida
0080e11505784036,Na NLT,Não ativo, desconhecida
0080e11505784037,Na NLT,Não ativo, desconhecida
0080e1150578403a,Na NLT,Não ativo, desconhecida
0080e1150578403b,Na NLT,Não ativo, desconhecida
0080e1150578403c,Na NLT,Não ativo, desconhecida
0080e1150578403d,Na NLT,Não ativo, desconhecida
0080e11505784040,Na NLT,Não ativo, desconhecida
0080e11505784041,Na NLT,Não ativo, desconhecida
0080e11505784046,Na NLT,Não ativo, desconhecida
0080e11505784047,Na NLT,Não ativo, desconhecida
0080e1150578404c,Na NLT,Não ativo, desconhecida
0080e1150578405d,Na NLT,Não ativo, desconhecida
0080e11505784068,Na NLT,Não ativo, desconhecida
0080e1150578406d,Na NLT,Não ativo, desconhecida
0080e11505784074,Na NLT,Não ativo, desconhecida
0080e11505784076,Na NLT,Não ativo, desconhecida
0080e11505784077,Na NLT,Não ativo, desconhecida
0080e11505784079,Na NLT,Não ativo, desconhecida
0080e1150578407a,Na NLT,Não ativo, desconhecida
0080e1150578407b,Na NLT,Não ativo, desconhecida
0080e1150578407d,Na NLT,Não ativo, desconhecida
0080e1150578407e,Na NLT,Não ativo, desconhecida
0080e1150578407f,Na NLT,Não ativo, desconhecida
0080e11505784081,Na NLT,Não ativo, desconhecida
0080e11505784083,Na NLT,Não ativo, desconhecida
0080e11505784084,Na NLT,Não ativo, desconhecida
0080e1150578408b,Na NLT,Não ativo, desconhecida
0080e11505784092,Na NLT,Não ativo, desconhecida
0080e11505784095,Na NLT,Não ativo, desconhecida
0080e11505784096,Na NLT,Não ativo, desconhecida
0080e1150578409b,Na NLT,Não ativo, desconhecida
0080e1150578409d,Na NLT,Não ativo, desconhecida
0080e1150578409e,Na NLT,Não ativo, desconhecida
0080e1150578409f,Na NLT,Não ativo, desconhecida
0080e115057840a1,Na NLT,Não ativo, desconhecida
0080e115057840a3,Na NLT,Não ativo, desconhecida
0080e115057840a7,Na NLT,Não ativo, desconhecida
0080e115057840aa,Na NLT,Não ativo, desconhecida
0080e115057840ab,Na NLT,Não ativo, desconhecida
0080e115057840b2,Na NLT,Não ativo, desconhecida
0080e115057840b4,Na NLT,Não ativo, desconhecida
0080e115057840b7,Na NLT,Não ativo, desconhecida
0080e115057840b8,Na NLT,Não ativo, desconhecida
0080e115057840bf,Na NLT,Não ativo, desconhecida
0080e115057840cb,Na NLT,Não ativo, desconhecida
0080e115057840cc,Na NLT,Não ativo, desconhecida
0080e115057840e5,Na NLT,Não ativo, desconhecida
0080e115057840e9,Na NLT,Não ativo, desconhecida
0080e115057840ea,Na NLT,Não ativo, desconhecida
0080e115057840eb,Na NLT,Não ativo, desconhecida
0080e115057840fa,Na NLT,Não ativo, desconhecida
0080e115057840fe,Na NLT,Não ativo, desconhecida
0080e11505784100,Na NLT,Não ativo, desconhecida
0080e11505784106,Na NLT,Não ativo, desconhecida
0080e1150578410b,Na NLT,Não ativo, desconhecida
0080e11505784111,Na NLT,Não ativo, desconhecida
0080e11505784112,Na NLT,Não ativo, desconhecida
0080e1150578411f,Na NLT,Não ativo, desconhecida
0080e11505784127,Na NLT,Não ativo, desconhecida
0080e11505784202,Na NLT,Não ativo, desconhecida
0080e1150578421e,Na NLT,Não ativo, desconhecida
0080e11505784225,Na NLT,Não ativo, desconhecida
0080e11505784227,Na NLT,Não ativo, desconhecida
0080e1150578422b,Na NLT,Não ativo, desconhecida
0080e1150578422c,Na NLT,Não ativo, desconhecida
0080e11505784265,Na NLT,Não ativo, desconhecida
0080e11505784266,Na NLT,Não ativo, desconhecida
0080e11505784268,Na NLT,Não ativo, desconhecida
0080e1150578426c,Na NLT,Não ativo, desconhecida
0080e1150578426d,Na NLT,Não ativo, desconhecida
0080e11505784274,Na NLT,Não ativo, desconhecida
0080e11505784288,Na NLT,Não ativo, desconhecida
0080e11505784292,Na NLT,Não ativo, desconhecida
0080e11505784295,Na NLT,Não ativo, desconhecida
0080e11505784297,Na NLT,Não ativo, desconhecida
0080e11505784298,Na NLT,Não ativo, desconhecida
0080e11505784299,Na NLT,Não ativo, desconhecida
0080e1150578429b,Na NLT,Não ativo, desconhecida
0080e1150578429e,Na NLT,Não ativo, desconhecida
0080e1150578429f,Na NLT,Não ativo, desconhecida
0080e115057842a0,Na NLT,Não ativo, desconhecida
0080e115057842a4,Na NLT,Não ativo, desconhecida
0080e115057842a5,Na NLT,Não ativo, desconhecida
0080e115057842a6,Na NLT,Não ativo, desconhecida
0080e115057842a7,Na NLT,Não ativo, desconhecida
0080e115057842a8,Na NLT,Não ativo, desconhecida
0080e115057842a9,Na NLT,Não ativo, desconhecida
0080e115057842aa,Na NLT,Não ativo, desconhecida
0080e115057842ab,Na NLT,Não ativo, desconhecida
0080e115057842ae,Na NLT,Não ativo, desconhecida
0080e115057842af,Na NLT,Não ativo, desconhecida
0080e115057842b4,Na NLT,Não ativo, desconhecida
0080e115057842b6,Na NLT,Não ativo, desconhecida
0080e115057842bf,Na NLT,Não ativo, desconhecida
0080e115057842c5,Na NLT,Não ativo, desconhecida
0080e115057842d4,Na NLT,Não ativo, desconhecida
0080e115057842ec,Na NLT,Não ativo, desconhecida
0080e11505784312,Na NLT,Não ativo, desconhecida
0080e11505784318,Na NLT,Não ativo, desconhecida
0080e11505784324,Na NLT,Não ativo, desconhecida
0080e11505784327,Na NLT,Não ativo, desconhecida
0080e11505784328,Na NLT,Não ativo, desconhecida
0080e1150578432b,Na NLT,Não ativo, desconhecida
0080e1150578432d,Na NLT,Não ativo, desconhecida
0080e1150578432e,Na NLT,Não ativo, desconhecida
0080e11505784331,Na NLT,Não ativo, desconhecida
0080e11505784335,Na NLT,Não ativo, desconhecida
0080e11505784336,Na NLT,Não ativo, desconhecida
0080e11505784339,Na NLT,Não ativo, desconhecida
0080e1150578433e,Na NLT,Não ativo, desconhecida
0080e11505784343,Na NLT,Não ativo, desconhecida
0080e11505784344,Na NLT,Não ativo, desconhecida
0080e11505784346,Na NLT,Não ativo, desconhecida
0080e11505784347,Na NLT,Não ativo, desconhecida
0080e1150578434c,Na NLT,Não ativo, desconhecida
0080e1150578434f,Na NLT,Não ativo, desconhecida
0080e11505784354,Na NLT,Não ativo, desconhecida
0080e11505784356,Na NLT,Não ativo, desconhecida
0080e11505784358,Na NLT,Não ativo, desconhecida
0080e11505784359,Na NLT,Não ativo, desconhecida
0080e1150578435c,Na NLT,Não ativo, desconhecida
0080e11505784365,Na NLT,Não ativo, desconhecida
0080e11505784366,Na NLT,Não ativo, desconhecida
0080e1150578436b,Na NLT,Não ativo, desconhecida
0080e1150578436d,Na NLT,Não ativo, desconhecida
0080e11505784370,Na NLT,Não ativo, desconhecida
0080e11505784371,Na NLT,Não ativo, desconhecida
0080e11505784374,Na NLT,Não ativo, desconhecida
0080e11505784375,Na NLT,Não ativo, desconhecida
0080e11505784379,Na NLT,Não ativo, desconhecida
0080e1150578437b,Na NLT,Não ativo, desconhecida
0080e1150578437e,Na NLT,Não ativo, desconhecida
0080e11505784380,Na NLT,Não ativo, desconhecida
0080e11505784382,Na NLT,Não ativo, desconhecida
0080e11505784383,Na NLT,Não ativo, desconhecida
0080e1150578438b,Na NLT,Não ativo, desconhecida
0080e11505784393,Na NLT,Não ativo, desconhecida
0080e11505784398,Na NLT,Não ativo, desconhecida
0080e11505784399,Na NLT,Não ativo, desconhecida
0080e1150578439a,Na NLT,Não ativo, desconhecida
0080e1150578439b,Na NLT,Não ativo, desconhecida
0080e115057843a0,Na NLT,Não ativo, desconhecida
0080e115057843ab,Na NLT,Não ativo, desconhecida
0080e115057843ac,Na NLT,Não ativo, desconhecida
0080e115057843ad,Na NLT,Não ativo, desconhecida
0080e115057843b2,Na NLT,Não ativo, desconhecida
0080e115057843b3,Na NLT,Não ativo, desconhecida
0080e115057843c9,Na NLT,Não ativo, desconhecida
0080e115057843ca,Na NLT,Não ativo, desconhecida
0080e115057843d1,Na NLT,Não ativo, desconhecida
0080e115057843d4,Na NLT,Não ativo, desconhecida
0080e115057843d7,Na NLT,Não ativo, desconhecida
0080e115057844d7,Na NLT,Não ativo, desconhecida
0080e1150578450a,Na NLT,Não ativo, desconhecida
0080e1150578450d,Na NLT,Não ativo, desconhecida
0080e1150578450f,Na NLT,Não ativo, desconhecida
0080e11505784512,Na NLT,Não ativo, desconhecida
0080e11505784517,Na NLT,Não ativo, desconhecida
0080e11505784518,Na NLT,Não ativo, desconhecida
0080e1150578452f,Na NLT,Não ativo, desconhecida
0080e11505784536,Na NLT,Não ativo, desconhecida
0080e1150578453f,Na NLT,Não ativo, desconhecida
0080e11505784546,Na NLT,Não ativo, desconhecida
0080e1150578454e,Na NLT,Não ativo, desconhecida
0080e11505784550,Na NLT,Não ativo, desconhecida
0080e1150578455b,Na NLT,Não ativo, desconhecida
0080e1150578455d,Na NLT,Não ativo, desconhecida
0080e11505784561,Na NLT,Não ativo, desconhecida
0080e11505784563,Na NLT,Não ativo, desconhecida
0080e11505784564,Na NLT,Não ativo, desconhecida
0080e1150578456b,Na NLT,Não ativo, desconhecida
0080e1150578456e,Na NLT,Não ativo, desconhecida
0080e1150578456f,Na NLT,Não ativo, desconhecida
0080e11505784574,Na NLT,Não ativo, desconhecida
0080e11505784576,Na NLT,Não ativo, desconhecida
0080e11505784581,Na NLT,Não ativo, desconhecida
0080e11505784582,Na NLT,Não ativo, desconhecida
0080e11505784583,Na NLT,Não ativo, desconhecida
0080e11505784585,Na NLT,Não ativo, desconhecida
0080e11505784589,Na NLT,Não ativo, desconhecida
0080e1150578458b,Na NLT,Não ativo, desconhecida
0080e1150578458c,Na NLT,Não ativo, desconhecida
0080e1150578458f,Na NLT,Não ativo, desconhecida
0080e11505784591,Na NLT,Não ativo, desconhecida
0080e11505784592,Na NLT,Não ativo, desconhecida
0080e115057845a3,Na NLT,Não ativo, desconhecida
0080e115057845a7,Na NLT,Não ativo, desconhecida
0080e115057845a8,Na NLT,Não ativo, desconhecida
0080e115057845a9,Na NLT,Não ativo, desconhecida
0080e115057845aa,Na NLT,Não ativo, desconhecida
0080e115057845ab,Na NLT,Não ativo, desconhecida
0080e115057845ae,Na NLT,Não ativo, desconhecida
0080e115057845b0,Na NLT,Não ativo, desconhecida
0080e115057845b1,Na NLT,Não ativo, desconhecida
0080e115057845b8,Na NLT,Não ativo, desconhecida
0080e115057845b9,Na NLT,Não ativo, desconhecida
0080e115057845c9,Na NLT,Não ativo, desconhecida
0080e11505784605,Na NLT,Não ativo, desconhecida
0080e11505784607,Na NLT,Não ativo, desconhecida
0080e11505784608,Na NLT,Não ativo, desconhecida
0080e1150578460a,Na NLT,Não ativo, desconhecida
0080e11505784616,Na NLT,Não ativo, desconhecida
0080e1150578461b,Na NLT,Não ativo, desconhecida
0080e1150578461e,Na NLT,Não ativo, desconhecida
0080e1150578461f,Na NLT,Não ativo, desconhecida
0080e1150578462d,Na NLT,Não ativo, desconhecida
0080e1150578462f,Na NLT,Não ativo, desconhecida
0080e11505784635,Na NLT,Não ativo, desconhecida
0080e11505784636,Na NLT,Não ativo, desconhecida
0080e1150578463d,Na NLT,Não ativo, desconhecida
0080e1150578463f,Na NLT,Não ativo, desconhecida
0080e11505784643,Na NLT,Não ativo, desconhecida
0080e11505784644,Na NLT,Não ativo, desconhecida
0080e11505784647,Na NLT,Não ativo, desconhecida
0080e1150578464b,Na NLT,Não ativo, desconhecida
0080e1150578464e,Na NLT,Não ativo, desconhecida
0080e11505784650,Na NLT,Não ativo, desconhecida
0080e11505784655,Na NLT,Não ativo, desconhecida
0080e11505784659,Na NLT,Não ativo, desconhecida
0080e11505784660,Na NLT,Não ativo, desconhecida
0080e11505784663,Na NLT,Não ativo, desconhecida
0080e11505784668,Na NLT,Não ativo, desconhecida
0080e11505784669,Na NLT,Não ativo, desconhecida
0080e1150578466d,Na NLT,Não ativo, desconhecida
0080e1150578466e,Na NLT,Não ativo, desconhecida
0080e11505784675,Na NLT,Não ativo, desconhecida
0080e11505784679,Na NLT,Não ativo, desconhecida
0080e1150578467d,Na NLT,Não ativo, desconhecida
0080e1150578467f,Na NLT,Não ativo, desconhecida
0080e11505784686,Na NLT,Não ativo, desconhecida
0080e1150578468b,Na NLT,Não ativo, desconhecida
0080e1150578468d,Na NLT,Não ativo, desconhecida
0080e11505784691,Na NLT,Não ativo, desconhecida
0080e11505784697,Na NLT,Não ativo, desconhecida
0080e11505784698,Na NLT,Não ativo, desconhecida
0080e115057846b9,Na NLT,Não ativo, desconhecida
0080e115057846bc,Na NLT,Não ativo, desconhecida
0080e115057847f4,Na NLT,Não ativo, desconhecida
0080e115057847f5,Na NLT,Não ativo, desconhecida
0080e115057847f9,Na NLT,Não ativo, desconhecida
0080e115057847fb,Na NLT,Não ativo, desconhecida
0080e11505784808,Na NLT,Não ativo, desconhecida
0080e1150578480e,Na NLT,Não ativo, desconhecida
0080e1150578480f,Na NLT,Não ativo, desconhecida
0080e11505784814,Na NLT,Não ativo, desconhecida
0080e1150578481e,Na NLT,Não ativo, desconhecida
0080e11505784822,Na NLT,Não ativo, desconhecida
0080e11505784826,Na NLT,Não ativo, desconhecida
0080e1150578482b,Na NLT,Não ativo, desconhecida
0080e1150578482c,Na NLT,Não ativo, desconhecida
0080e1150578482d,Na NLT,Não ativo, desconhecida
0080e11505784834,Na NLT,Não ativo, desconhecida
0080e11505784839,Na NLT,Não ativo, desconhecida
0080e1150578483b,Na NLT,Não ativo, desconhecida
0080e1150578483c,Na NLT,Não ativo, desconhecida
0080e1150578483e,Na NLT,Não ativo, desconhecida
0080e11505784840,Na NLT,Não ativo, desconhecida
0080e11505784845,Na NLT,Não ativo, desconhecida
0080e11505784847,Na NLT,Não ativo, desconhecida
0080e11505784851,Na NLT,Não ativo, desconhecida
0080e11505784854,Na NLT,Não ativo, desconhecida
0080e11505784857,Na NLT,Não ativo, desconhecida
0080e11505784859,Na NLT,Não ativo, desconhecida
0080e1150578485b,Na NLT,Não ativo, desconhecida
0080e1150578485d,Na NLT,Não ativo, desconhecida
0080e1150578485f,Na NLT,Não ativo, desconhecida
0080e11505784862,Na NLT,Não ativo, desconhecida
0080e11505784864,Na NLT,Não ativo, desconhecida
0080e11505784865,Na NLT,Não ativo, desconhecida
0080e11505784866,Na NLT,Não ativo, desconhecida
0080e1150578486f,Na NLT,Não ativo, desconhecida
0080e11505784872,Na NLT,Não ativo, desconhecida
0080e11505784873,Na NLT,Não ativo, desconhecida
0080e11505784876,Na NLT,Não ativo, desconhecida
0080e11505784877,Na NLT,Não ativo, desconhecida
0080e11505784878,Na NLT,Não ativo, desconhecida
0080e11505784879,Na NLT,Não ativo, desconhecida
0080e11505784884,Na NLT,Não ativo, desconhecida
0080e11505784886,Na NLT,Não ativo, desconhecida
